
Log started (V12.3.0.0) Tue Nov 08 15:47:00 2022

New value for results output screen indicator and file: y 1108a.txt
Variable Name           Solution Value
S041409030206                23.420000
S041409030209                 0.250000
S041409030213                13.900000
S041409030214                13.620000
S041409030216                47.960000
S041409030217                 5.540000
S041409030218                16.050000
S041409030219                 4.260000
S041409030300                 6.398000
S041409030303                 2.330000
S041409030304                 8.960000
S041409030306                 7.320000
S041409030308                30.910000
S041409030309                13.720000
S041409030312                 1.490000
S041409030316                47.240000
S041409030317                 0.780000
S041409030318                 0.520000
S041409030319                10.170000
S041409031100               581.070000
S041409031101               168.800000
S041409031102               128.600000
S041409031103               119.200000
S041409031104               160.700000
S041409031105               128.400000
S041409031106                71.820000
S041409031107                93.660000
S041409031108               121.000000
S041409031109                 8.840000
S041409031110                98.090000
S041409031111                12.810000
S041409031200               230.070000
S041409031201               140.700000
S041409031202               249.300000
S041409031203               170.500000
S041409031204               307.700000
S041409031205               226.900000
S041409031206               292.700000
S041409031207               563.100000
S041409031208               233.900000
S041409031209               238.100000
S041409031210               270.200000
S041409031211               256.000000
S041409031212               178.400000
S041409031213               166.500000
S041409031214               128.900000
S041409031215               159.900000
S041409031216               238.900000
S041409031217               149.400000
S041409040100                76.431000
S041409040103                20.400000
S041409040104                32.380000
S041409040105                29.010000
S041409040108                 1.820000
S041409040110                17.500000
S041409040111                26.100000
S041409040112                 5.790000
S041409040113                18.000000
S041409040114               101.100000
S041409040115                 9.500000
S041409040117                 4.120000
S041409040118                 0.720000
S041409040119                 4.960000
S041409040120                22.380000
S041409040200                42.560000
S041409040207                 3.370000
S041409040210                22.210000
S041409040211                24.130000
S041409040217                 5.010000
S041409040218                10.560000
S041409040300                61.860000
S041409040301                 4.710000
S041409040310                 3.010000
S041409040311                 3.410000
S041409040319                 9.010000
S041409041100               527.550000
S041409041101                58.840000
S041409041102                44.510000
S041409041103                38.620000
S041409041104               108.300000
S041409041105               137.200000
S041409041106                55.140000
S041409041107               137.200000
S041409041108                44.650000
S041409041109                40.410000
S041409041110                34.470000
S041409041111                 2.560000
S041409041200               471.800000
S041409041201               192.700000
S041409041202                33.790000
S041409041203                29.100000
S041409041204               193.400000
S041409041205               264.200000
S041409041206               563.200000
S041409041207               248.500000
S041409041208               166.600000
S041409041209               324.600000
S041409041210                68.110000
S041409041211               206.100000
S041409041212               127.700000
S041409041213               145.500000
S041409041214                83.470000
S041409041215               191.000000
S041409041216                19.020000
S041409041217               113.300000
V0107010400                9198.891000
V0107010401               12345.771000
V0107010402               29828.746000
V0107010403               44729.903000
V0107010404               51239.234000
V0107010405              116037.331000
V0107010406               81964.100000
V0107010407               50094.788000
V0107010408               46291.314000
V0107010409               65432.116000
V0107010410               63669.976000
V0107010411              106937.101000
V0107010412               67211.019000
V0107010413               18030.026000
V0107010414               32913.994000
V0107010415               25393.933000
V0107010416               31346.699000
V0107010417               52268.535000
V0107010418               61060.778000
V0107010419               60398.162000
V0107010420               25696.815000
V0107010421                9575.550000
V0107010422               41863.368000
V0107010500               84477.929000
V0107010501              110452.487000
V0107010502              276013.547000
V0107010503              495775.638000
V0107010504              525645.919000
V0107010505              833028.721000
V0107010506              493258.465000
V0107010507              300174.450000
V0107010508              238404.514000
V0107010509              338272.916000
V0107010510              271138.325000
V0107010511              504472.577000
V0107010512              314524.661000
V0107010513              160082.681000
V0107010514              218774.155000
V0107010515              191874.526000
V0107010516              143432.727000
V0107010517              280391.884000
V0107010518              350717.428000
V0107010519              388537.644000
V0107010520              184589.816000
V0107010521               93634.848000
V0107010522              257426.751000
V0107010600              189923.017000
V0107010601              192225.880000
V0107010602              503622.569000
V0107010603              922029.535000
V0107010604              918649.814000
V0107010605             1203122.001000
V0107010606              751215.694000
V0107010607              578181.240000
V0107010608              489486.038000
V0107010609              654858.862000
V0107010610              498174.794000
V0107010611              854233.938000
V0107010612              516691.733000
V0107010613              191420.672000
V0107010614              287448.916000
V0107010615              357835.215000
V0107010616              223650.581000
V0107010617              358272.107000
V0107010618              480523.570000
V0107010619              504184.694000
V0107010620              202481.813000
V0107010621              200850.127000
V0107010622              435083.038000
V0107010700               10240.970000
V0107010701                7577.790000
V0107010702               20950.739000
V0107010703               40256.358000
V0107010704               38688.368000
V0107010705               50248.048000
V0107010706               34580.734000
V0107010707               27471.875000
V0107010708               28360.388000
V0107010709               38928.320000
V0107010710               30779.918000
V0107010711               50173.632000
V0107010712               29856.428000
V0107010713                2373.618000
V0107010714                7719.384000
V0107010715               15176.736000
V0107010716               12529.164000
V0107010717               14283.916000
V0107010718               19943.550000
V0107010719               16441.148000
V0107010720                6579.464000
V0107010721                8816.620000
V0107010722               20609.678000
V0107010800              128731.371000
V0107010801              107013.398000
V0107010802              291634.531000
V0107010803              554887.302000
V0107010804              493970.890000
V0107010805              625510.940000
V0107010806              427216.194000
V0107010807              341175.268000
V0107010808              313152.547000
V0107010809              402838.263000
V0107010810              287523.062000
V0107010811              494471.457000
V0107010812              273096.076000
V0107010813               77101.450000
V0107010814              137136.568000
V0107010815              190570.225000
V0107010816              112401.422000
V0107010817              159460.017000
V0107010818              222722.746000
V0107010819              224857.234000
V0107010820               96260.515000
V0107010821              132700.652000
V0107010822              222667.717000
V0107020400               74437.649000
V0107020401              307293.487000
V0107020402              236713.508000
V0107020403              224362.983000
V0107020404              140182.556000
V0107020405              146037.788000
V0107020406              207288.634000
V0107020407              136903.118000
V0107020408               73090.271000
V0107020409              104199.300000
V0107020410               37421.460000
V0107020411               32038.657000
V0107020412               37685.898000
V0107020413              206043.339000
V0107020414              142120.873000
V0107020415              220183.662000
V0107020416              135411.741000
V0107020417               94535.160000
V0107020418              147267.571000
V0107020419              178685.230000
V0107020420              220707.346000
V0107020421              253252.307000
V0107020422              286124.599000
V0107020500              168620.372000
V0107020501              701392.678000
V0107020502              564962.836000
V0107020503              645898.982000
V0107020504              314964.074000
V0107020505              339411.599000
V0107020506              453735.138000
V0107020507              360959.837000
V0107020508              189552.036000
V0107020509              232201.243000
V0107020510               96882.010000
V0107020511               77581.020000
V0107020512              106509.269000
V0107020513              419592.777000
V0107020514              300250.763000
V0107020515              429560.625000
V0107020516              299341.742000
V0107020517              200687.982000
V0107020518              303494.329000
V0107020519              372101.612000
V0107020520              523652.564000
V0107020521              546600.884000
V0107020522              642035.863000
V0107020600              164403.302000
V0107020601              565332.355000
V0107020602              502791.490000
V0107020603              713040.829000
V0107020604              290135.337000
V0107020605              340912.415000
V0107020606              426556.542000
V0107020607              354565.325000
V0107020608              220267.070000
V0107020609              195078.004000
V0107020610              112309.766000
V0107020611               62242.487000
V0107020612               86820.222000
V0107020613              422177.606000
V0107020614              308334.906000
V0107020615              426567.528000
V0107020616              337675.966000
V0107020617              208360.521000
V0107020618              307849.845000
V0107020619              395966.152000
V0107020620              516856.158000
V0107020621              460096.849000
V0107020622              671770.155000
V0107020700               10050.319000
V0107020701               32222.746000
V0107020702               28749.754000
V0107020703               44922.874000
V0107020704               17088.849000
V0107020705               19249.768000
V0107020706               21501.190000
V0107020707               20660.895000
V0107020708               13372.657000
V0107020709               11152.731000
V0107020710                7184.260000
V0107020711                3498.250000
V0107020712                4480.073000
V0107020713               17987.866000
V0107020714               13150.166000
V0107020715               16570.479000
V0107020716               15902.475000
V0107020717               11801.027000
V0107020718               15124.538000
V0107020719               21506.664000
V0107020720               29270.372000
V0107020721               23791.986000
V0107020722               34431.839000
V0107020800               75750.189000
V0107020801              240511.220000
V0107020802              213923.389000
V0107020803              337456.504000
V0107020804              129696.808000
V0107020805              155146.809000
V0107020806              181346.498000
V0107020807              145120.397000
V0107020808              102981.739000
V0107020809               74991.355000
V0107020810               53326.758000
V0107020811               26885.799000
V0107020812               35125.089000
V0107020813              169592.932000
V0107020814              122799.358000
V0107020815              162011.666000
V0107020816              143680.111000
V0107020817               98445.097000
V0107020818              127336.405000
V0107020819              174571.647000
V0107020820              220584.096000
V0107020821              189070.029000
V0107020822              294952.789000
V0107030400              111319.853000
V0107030401               99056.754000
V0107030402               87947.731000
V0107030403              111863.394000
V0107030404               17560.045000
V0107030405               38080.433000
V0107030406               10851.403000
V0107030407                7829.670000
V0107030408                  30.662000
V0107030409                1030.732000
V0107030410                 910.275000
V0107030411                6022.211000
V0107030412                 565.922000
V0107030414                  53.730000
V0107030500              111756.170000
V0107030501              107050.072000
V0107030502              116471.931000
V0107030503               89500.075000
V0107030504               28599.149000
V0107030505               59413.238000
V0107030506                9758.817000
V0107030507               10990.863000
V0107030508                  89.550000
V0107030509                1346.386000
V0107030510                 894.557000
V0107030511                6878.914000
V0107030512                 425.918000
V0107030514                  48.060000
V0107030600               62360.222000
V0107030601               59278.937000
V0107030602               68068.247000
V0107030603               61447.701000
V0107030604               20564.167000
V0107030605               33235.464000
V0107030606                4878.612000
V0107030607                6848.438000
V0107030608                 109.452000
V0107030609                 682.792000
V0107030610                 577.273000
V0107030611                4157.042000
V0107030612                 199.654000
V0107030614                  29.640000
V0107030700                2143.217000
V0107030701                2958.469000
V0107030702                7468.856000
V0107030703                5181.343000
V0107030704                1886.854000
V0107030705                3647.963000
V0107030706                 191.305000
V0107030707                 716.916000
V0107030708                   2.313000
V0107030709                  57.358000
V0107030710                  19.903000
V0107030711                 221.954000
V0107030712                  15.296000
V0107030714                   0.540000
V0107030800               26089.991000
V0107030801               23519.998000
V0107030802               26970.390000
V0107030803               24868.006000
V0107030804                8909.199000
V0107030805               13313.203000
V0107030806                1979.578000
V0107030807                2882.459000
V0107030808                  43.044000
V0107030809                 263.869000
V0107030810                 220.034000
V0107030811                1609.241000
V0107030812                  77.471000
V0107030814                  10.590000
V0107070300                 153.440000
V0107070302                  17.248000
V0107070303               15358.144000
V0107070306                2506.192000
V0107070307               10438.309000
V0107070308               10847.752000
V0107070311                 167.314000
V0107070312               17156.721000
V0107070313               36710.090000
V0107070314              125364.516000
V0107070315               93216.941000
V0107070316               40448.868000
V0107070317               68255.564000
V0107070324               27281.438000
V0107070325                7146.140000
V0107070400                 230.128000
V0107070402                  33.440000
V0107070403               15834.560000
V0107070406                2913.532000
V0107070407               10239.859000
V0107070408                8635.586000
V0107070411                 163.030000
V0107070412               10029.239000
V0107070413               25130.960000
V0107070414              154828.189000
V0107070415              125400.493000
V0107070416               74677.813000
V0107070417              112609.432000
V0107070424               30727.846000
V0107070425                8713.090000
V0107070500                 307.480000
V0107070502                  28.050000
V0107070503               43369.260000
V0107070506                4508.518000
V0107070507               29184.980000
V0107070508               27372.422000
V0107070511                 289.884000
V0107070512               34471.618000
V0107070513               71080.030000
V0107070514              234914.465000
V0107070515              166168.447000
V0107070516               69779.402000
V0107070517              115545.576000
V0107070524               46593.318000
V0107070525               12617.595000
V0107070600                 191.080000
V0107070602                  18.128000
V0107070603               37606.304000
V0107070606                2299.518000
V0107070607               24942.594000
V0107070608               19422.658000
V0107070611                 151.368000
V0107070612               13894.520000
V0107070613               30700.370000
V0107070614              127164.802000
V0107070615               88896.283000
V0107070616               38632.814000
V0107070617               61646.186000
V0107070624               24115.156000
V0107070625                6167.224000
V0107070700                  18.040000
V0107070702                   1.892000
V0107070703                1709.336000
V0107070706                 242.730000
V0107070707                1101.671000
V0107070708                 690.020000
V0107070711                   5.474000
V0107070712                  44.521000
V0107070713                 372.370000
V0107070714                7914.781000
V0107070715                8706.411000
V0107070716                3885.029000
V0107070717                6911.320000
V0107070724                1388.534000
V0107070725                 832.088000
V0107070800                  73.244000
V0107070802                   6.600000
V0107070803               15435.120000
V0107070806                 993.773000
V0107070807               10327.822000
V0107070808                8211.514000
V0107070811                  76.160000
V0107070812                6534.556000
V0107070813               14755.470000
V0107070814               53462.207000
V0107070815               37628.233000
V0107070816               15285.696000
V0107070817               24691.401000
V0107070824               11428.828000
V0107070825                2553.016000
V0107080104                5609.700000
V0107080106               12783.975000
V0107080107                1259.250000
V0107080110                1940.625000
V0107080112               45316.050000
V0107080113                1569.750000
V0107080114               24441.856000
V0107080115                6214.382000
V0107080116               16127.025000
V0107080117                4659.225000
V0107080118               36041.030000
V0107080119                6327.300000
V0107080120               26306.250000
V0107080123               45752.163000
V0107080124               17962.380000
V0107080125               19736.040000
V0107080202                4611.947000
V0107080203                2663.726000
V0107080205                4250.620000
V0107080206                4882.432000
V0107080208               69519.277000
V0107080209               77123.632000
V0107080210              121986.123000
V0107080211               80853.190000
V0107080212               57580.799000
V0107080213               59082.230000
V0107080214               27847.554000
V0107080215               35738.299000
V0107080216               56164.495000
V0107080217               50050.642000
V0107080218               31890.695000
V0107080219               13887.096000
V0107080220               23044.997000
V0107080221               32957.798000
V0107080222               52347.980000
V0107080223              213969.121000
V0107080224              163720.083000
V0107080225              104795.041000
V0107080302                 336.248000
V0107080303                 194.359000
V0107080305                 204.148000
V0107080306                 363.546000
V0107080308                1559.738000
V0107080309                2687.235000
V0107080310                4403.622000
V0107080311                1356.960000
V0107080312                5777.314000
V0107080313                3716.359000
V0107080314                 701.052000
V0107080315                1717.180000
V0107080316                2005.898000
V0107080317                 270.402000
V0107080318                1929.980000
V0107080320                 539.781000
V0107080321                  94.512000
V0107080322                7160.780000
V0107080323               20560.990000
V0107080324                6914.899000
V0107080325               10024.626000
V0107080402                3087.368000
V0107080403                1782.423000
V0107080404                4754.424000
V0107080405                2309.659000
V0107080406               12845.295000
V0107080407                1067.260000
V0107080408               59540.123000
V0107080409               62277.842000
V0107080410               92248.032000
V0107080411               71873.110000
V0107080412               60673.090000
V0107080413               30629.970000
V0107080414               42499.188000
V0107080415               23177.884000
V0107080416               52757.162000
V0107080417               47560.892000
V0107080418               48704.016000
V0107080419               18618.848000
V0107080420               39668.067000
V0107080421               31090.952000
V0107080422               26165.800000
V0107080423              134276.749000
V0107080424              110927.403000
V0107080425               63229.943000
V0107080502                5727.679000
V0107080503                3309.210000
V0107080504                3749.556000
V0107080505                4528.820000
V0107080506               13984.931000
V0107080507                 841.690000
V0107080508               66998.864000
V0107080509               80423.666000
V0107080510              118079.836000
V0107080511               75640.830000
V0107080512              113093.465000
V0107080513               69626.896000
V0107080514               41067.372000
V0107080515               43104.233000
V0107080516               68105.208000
V0107080517               46263.303000
V0107080518               63819.297000
V0107080519               15948.716000
V0107080520               39579.977000
V0107080521               28329.486000
V0107080522               75630.500000
V0107080523              293531.983000
V0107080524              183889.183000
V0107080525              164638.191000
V0107080602                3052.979000
V0107080603                1763.941000
V0107080604                2126.808000
V0107080605                2276.005000
V0107080606                7555.647000
V0107080607                 477.420000
V0107080608               36676.564000
V0107080609               44992.344000
V0107080610               59545.571000
V0107080611               38928.080000
V0107080612               53695.801000
V0107080613               38733.188000
V0107080614               22542.234000
V0107080615               20854.465000
V0107080616               36140.951000
V0107080617               23385.336000
V0107080618               31759.957000
V0107080619                8335.464000
V0107080620               21333.006000
V0107080621               14393.086000
V0107080622               47128.300000
V0107080623              157437.796000
V0107080624               95738.584000
V0107080625              109729.694000
V0107080702                 126.093000
V0107080703                  74.360000
V0107080704                 234.144000
V0107080705                 202.704000
V0107080706                 835.004000
V0107080707                  52.560000
V0107080708                2278.373000
V0107080709                2306.644000
V0107080710                4087.817000
V0107080711                1922.610000
V0107080712                2410.651000
V0107080713                3256.484000
V0107080714                2202.368000
V0107080715                1804.583000
V0107080716                2833.373000
V0107080717                1653.514000
V0107080718                2162.489000
V0107080719                 579.528000
V0107080720                1933.919000
V0107080721                 754.602000
V0107080722                1963.140000
V0107080723               11890.987000
V0107080724                7774.167000
V0107080725                7046.785000
V0107080802                1215.078000
V0107080803                 700.900000
V0107080804                 809.748000
V0107080805                 939.543000
V0107080806                2942.689000
V0107080807                 181.770000
V0107080808               14563.743000
V0107080809               18463.321000
V0107080810               24766.197000
V0107080811               15959.810000
V0107080812               22402.824000
V0107080813               16056.461000
V0107080814                8319.658000
V0107080815                8720.148000
V0107080816               14732.209000
V0107080817                9698.873000
V0107080818               12780.361000
V0107080819                3380.172000
V0107080820                8520.229000
V0107080821                5965.732000
V0107080822               18316.400000
V0107080823               63779.815000
V0107080824               40346.678000
V0107080825               42107.405000
V0107090100               20803.607000
V0107090101                 523.973000
V0107090103               11108.860000
V0107090104                2233.812000
V0107090105               23075.737000
V0107090106                4187.619000
V0107090107                5843.677000
V0107090108                  21.042000
V0107090109                1966.258000
V0107090110                8240.556000
V0107090116                3367.452000
V0107090117               10825.012000
V0107090118               84996.540000
V0107090119               82154.659000
V0107090120              104919.954000
V0107090121               21014.320000
V0107090122               54555.260000
V0107090123                7180.840000
V0107090124                7448.008000
V0107090125               35176.086000
V0107090200                  14.520000
V0107090202               13478.002000
V0107090203                4969.426000
V0107090205                4354.570000
V0107090207                2728.769000
V0107090208                 340.746000
V0107090300                1841.623000
V0107090301                  43.013000
V0107090302                3827.252000
V0107090303                1674.216000
V0107090304                 286.104000
V0107090305                3067.505000
V0107090306                 529.722000
V0107090307                 938.492000
V0107090308                  49.860000
V0107090309                 185.020000
V0107090310                 534.330000
V0107090316                 344.004000
V0107090317                 701.910000
V0107090318                6576.300000
V0107090319                6260.813000
V0107090320                7201.841000
V0107090321                1362.600000
V0107090322                3941.160000
V0107090323                 485.842000
V0107090324                 482.940000
V0107090325                2471.102000
V0107090400               10290.639000
V0107090401                 320.937000
V0107090402                1545.750000
V0107090403                6710.958000
V0107090404                1482.789000
V0107090405               11847.306000
V0107090406                2077.143000
V0107090407                3176.020000
V0107090408                 108.282000
V0107090409                 797.268000
V0107090410                5681.709000
V0107090416                1761.048000
V0107090417                7463.643000
V0107090418               48264.930000
V0107090419               47841.786000
V0107090420               68812.428000
V0107090421               14488.980000
V0107090422               35813.190000
V0107090423                4860.795000
V0107090424                5135.262000
V0107090425               23404.314000
V0107090500               27375.985000
V0107090501                 684.558000
V0107090502               37942.422000
V0107090503               22554.690000
V0107090504                3799.131000
V0107090505               41005.936000
V0107090506                8047.986000
V0107090507               12301.792000
V0107090508                 585.846000
V0107090509                2620.556000
V0107090510                9564.507000
V0107090516                4970.700000
V0107090517               12564.189000
V0107090518              104917.230000
V0107090519              100975.555000
V0107090520              124289.687000
V0107090521               24390.540000
V0107090522               66733.110000
V0107090523                8505.513000
V0107090524                8644.626000
V0107090525               42435.720000
V0107090600               17737.382000
V0107090601                 466.766000
V0107090602               27339.465000
V0107090603               13917.623000
V0107090604                3295.698000
V0107090605               27492.297000
V0107090606                6497.355000
V0107090607                7494.141000
V0107090608                 348.051000
V0107090609                1614.720000
V0107090610                6388.212000
V0107090616                3452.664000
V0107090617                8391.724000
V0107090618               67565.160000
V0107090619               65412.518000
V0107090620               82297.226000
V0107090621               16290.640000
V0107090622               44997.920000
V0107090623                5702.260000
V0107090624                5773.816000
V0107090625               28544.052000
V0107090700                 394.275000
V0107090701                  23.589000
V0107090702                2138.518000
V0107090703                 665.081000
V0107090704                 228.333000
V0107090705                1345.512000
V0107090706                 326.187000
V0107090707                 294.773000
V0107090708                  36.309000
V0107090710                 397.779000
V0107090716                 138.864000
V0107090717                 522.533000
V0107090718                2345.670000
V0107090719                2498.128000
V0107090720                4502.156000
V0107090721                1014.380000
V0107090722                2557.330000
V0107090723                 342.813000
V0107090724                 359.522000
V0107090725                1662.122000
V0107090800                6298.512000
V0107090801                 168.001000
V0107090802               11415.632000
V0107090803                5281.930000
V0107090804                1130.661000
V0107090805               10371.591000
V0107090806                2269.392000
V0107090807                2871.378000
V0107090808                 145.896000
V0107090809                 583.654000
V0107090810                2184.816000
V0107090816                1297.116000
V0107090817                2870.032000
V0107090818               23689.260000
V0107090819               22900.387000
V0107090820               28388.692000
V0107090821                5571.520000
V0107090822               15763.220000
V0107090823                1968.932000
V0107090824                1974.688000
V0107090825                9938.318000
V0107100300                2416.267000
V0107100301                4903.833000
V0107100302                8247.236000
V0107100303               18917.608000
V0107100304               29200.044000
V0107100305               53949.404000
V0107100306               14813.127000
V0107100307               18162.262000
V0107100308               39513.426000
V0107100309               36137.922000
V0107100310              107367.333000
V0107100311               26530.531000
V0107100312               36930.502000
V0107100313               56283.653000
V0107100314               29664.922000
V0107100315               56016.132000
V0107100316               56188.186000
V0107100317              108872.841000
V0107100318                4861.902000
V0107100319               21216.959000
V0107100320               27886.408000
V0107100321               34637.844000
V0107100322               23492.296000
V0107100323                2849.596000
V0107100324                4073.556000
V0107100325               31733.531000
V0107100400                4600.641000
V0107100401                7678.234000
V0107100402                8348.608000
V0107100403               35916.637000
V0107100404               49676.927000
V0107100405               78040.835000
V0107100406               21225.789000
V0107100407               34155.106000
V0107100408               90323.446000
V0107100409               73548.142000
V0107100410              249959.574000
V0107100411               56684.239000
V0107100412               70902.439000
V0107100413              116691.951000
V0107100414               70371.667000
V0107100415              123427.157000
V0107100416               92563.891000
V0107100417              240555.997000
V0107100418                5335.146000
V0107100419               34509.572000
V0107100420               35145.763000
V0107100421               49292.272000
V0107100422               33776.715000
V0107100423                4333.866000
V0107100424                5378.066000
V0107100425               49110.990000
V0107100500                3969.237000
V0107100501                7464.079000
V0107100502               18968.982000
V0107100503               31238.157000
V0107100504               53810.126000
V0107100505              106707.394000
V0107100506               30882.239000
V0107100507               30105.944000
V0107100508               59228.614000
V0107100509               57563.007000
V0107100510              162838.878000
V0107100511               41896.169000
V0107100512               64146.705000
V0107100513               94570.594000
V0107100514               44559.144000
V0107100515               88628.956000
V0107100516               97276.844000
V0107100517              163191.233000
V0107100518               10279.938000
V0107100519               38939.062000
V0107100520               62584.806000
V0107100521               69016.090000
V0107100522               46460.051000
V0107100523                5722.960000
V0107100524                8807.250000
V0107100525               62836.110000
V0107100600                2406.873000
V0107100601                4237.921000
V0107100602               12812.085000
V0107100603               15276.765000
V0107100604               34897.424000
V0107100605               75518.936000
V0107100606               21753.925000
V0107100607               17086.897000
V0107100608               30395.262000
V0107100609               34899.626000
V0107100610               79410.671000
V0107100611               22517.390000
V0107100612               33850.889000
V0107100613               47992.699000
V0107100614               21729.681000
V0107100615               46385.273000
V0107100616               54267.028000
V0107100617               83484.169000
V0107100618                5378.542000
V0107100619               20760.123000
V0107100620               47199.659000
V0107100621               43044.964000
V0107100622               28829.877000
V0107100623                3453.614000
V0107100624                6228.832000
V0107100625               37204.037000
V0107100700                 212.849000
V0107100701                 210.945000
V0107100702                 937.838000
V0107100703                1522.674000
V0107100704                2388.687000
V0107100705                5298.051000
V0107100706                1434.524000
V0107100707                1503.013000
V0107100708                2170.140000
V0107100709                2364.518000
V0107100710                6762.740000
V0107100711                1965.302000
V0107100712                3122.217000
V0107100713                4322.300000
V0107100714                1745.629000
V0107100715                3759.493000
V0107100716                3552.837000
V0107100717                7194.853000
V0107100718                 321.136000
V0107100719                1812.974000
V0107100720                2514.881000
V0107100721                2939.498000
V0107100722                1959.771000
V0107100723                 260.774000
V0107100724                 364.598000
V0107100725                2982.029000
V0107100800                1014.339000
V0107100801                1540.029000
V0107100802                4969.489000
V0107100803                5877.532000
V0107100804               13303.971000
V0107100805               30091.501000
V0107100806                8326.666000
V0107100807                6510.329000
V0107100808               12467.412000
V0107100809               14229.043000
V0107100810               32589.387000
V0107100811                9118.287000
V0107100812               13266.880000
V0107100813               18759.996000
V0107100814                8990.083000
V0107100815               18827.453000
V0107100816               21283.462000
V0107100817               35687.684000
V0107100818                2381.360000
V0107100819                7516.182000
V0107100820               18901.287000
V0107100821               17433.474000
V0107100822               11535.073000
V0107100823                1411.962000
V0107100824                2536.662000
V0107100825               14615.809000
V0107110800                3058.706000
V0107110801                9000.346000
V0107110802               33883.874000
V0107110803               16126.024000
V0107110804              210395.743000
V0107110805              232012.446000
V0107110806              120789.382000
V0107110807               35746.399000
V0107110808               95362.798000
V0107110809              108215.912000
V0107110810               70351.340000
V0107110811               95342.599000
V0107110812              122576.935000
V0107110813              124176.558000
V0107110814              119813.374000
V0107110815              126636.845000
V0107110816               21376.120000
V0107110817               58743.056000
V0107120803                5825.070000
V0107120805                7491.020000
V0107120806                  81.852000
V0107120808               36240.750000
V0107120809                3339.990000
V0107120810                9701.370000
V0107120811               63295.200000
V0107120812               75422.590000
V0107120813               44332.480000
V0107120814               19126.008000
V0107120815              136163.845000
V0107120903               10998.522000
V0107120905               11026.000000
V0107120906                 209.532000
V0107120908               68427.450000
V0107120909                6306.354000
V0107120910               18317.502000
V0107120911              119509.920000
V0107120912              135000.990000
V0107120913               74869.920000
V0107120914               32300.532000
V0107120915              213013.645000
V0108010400               14663.825000
V0108010401               21683.369000
V0108010402               28645.576000
V0108010403               36576.206000
V0108010404               41065.472000
V0108010405               43714.949000
V0108010406               60710.148000
V0108010407               66997.676000
V0108010408               84949.484000
V0108010409               70529.130000
V0108010410               67651.041000
V0108010411               58993.338000
V0108010412               80099.160000
V0108010413               67165.550000
V0108010414               68269.444000
V0108010415              100795.390000
V0108010416              104203.618000
V0108010417              145731.649000
V0108010418               90461.660000
V0108010419              131716.797000
V0108010420               29050.001000
V0108010421               31896.778000
V0108010422               21613.375000
V0108010500               91748.399000
V0108010501              171205.082000
V0108010502              182826.102000
V0108010503              244837.238000
V0108010504              241324.868000
V0108010505              253929.477000
V0108010506              371924.189000
V0108010507              344663.215000
V0108010508              436107.235000
V0108010509              365527.695000
V0108010510              423317.068000
V0108010511              414506.716000
V0108010512              460689.277000
V0108010513              319783.752000
V0108010514              481854.053000
V0108010515              580194.788000
V0108010516              570918.427000
V0108010517              817082.944000
V0108010518              841773.360000
V0108010519             1070022.534000
V0108010520              225700.852000
V0108010521              243524.596000
V0108010522              175021.970000
V0108010600              127199.333000
V0108010601              272627.799000
V0108010602              335205.103000
V0108010603              461629.588000
V0108010604              376216.237000
V0108010605              409882.993000
V0108010606              546378.115000
V0108010607              513801.375000
V0108010608              542303.718000
V0108010609              521778.016000
V0108010610              756283.809000
V0108010611              727670.955000
V0108010612              709853.575000
V0108010613              385138.461000
V0108010614              730691.477000
V0108010615              915204.403000
V0108010616              741810.349000
V0108010617              969640.048000
V0108010618             1627205.168000
V0108010619             1649309.913000
V0108010620              335625.623000
V0108010621              430018.015000
V0108010622              363882.766000
V0108010700                5327.892000
V0108010701               11509.223000
V0108010702               21232.529000
V0108010703               25132.815000
V0108010704               18757.837000
V0108010705               18737.704000
V0108010706               30156.340000
V0108010707               29951.072000
V0108010708               26348.510000
V0108010709               27261.118000
V0108010710               45231.050000
V0108010711               40147.300000
V0108010712               40952.488000
V0108010713               21612.371000
V0108010714               40450.613000
V0108010715               46521.509000
V0108010716               32692.801000
V0108010717               43607.515000
V0108010718               82757.812000
V0108010719               83449.464000
V0108010720               16700.388000
V0108010721               20475.060000
V0108010722               18151.184000
V0108010800               62270.063000
V0108010801              147058.464000
V0108010802              261841.677000
V0108010803              306321.180000
V0108010804              242536.258000
V0108010805              269610.631000
V0108010806              347332.638000
V0108010807              405518.876000
V0108010808              259815.992000
V0108010809              336367.838000
V0108010810              550441.762000
V0108010811              473746.658000
